Client_Number,Report_Number,RX_Type,Data_Date,Category,Product_Group,Bucket01,Bucket24,Bucket25,Prescriber_Name,Prescriber_Address,Prescriber_ZIP,SRA1_IMS_Doctor#,SRA2_Specialty,Client_Data
C729,R8126,B,20250212,2,171,10,41,51,Dr. Cynthia Miller,"725 Mills Forge, Seattle, WA, 98101",98101,ID00020,NEP,High-Volume Loyalist
C127,R8775,B,20250221,3,171,7,20,27,Jennifer Rodriguez,"943 Amber Park, Los Angeles, CA, 90001",90001,ID00024,NEP,Low-Volume Prescriber
C947,R2320,B,20250329,1,171,7,20,27,Kristin Woods,"6290 Harrington Pass, Atlanta, GA, 30301",30301,ID00032,NEP,Low-Volume Prescriber
C694,R9869,T,20250323,1,172,0,29,29,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C913,R1955,T,20250414,2,172,0,14,14,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C331,R3253,B,20250126,2,171,17,36,53,Jon Thomas,"14771 Patrick Ville, Seattle, WA, 98101",98101,ID00018,NEP,High-Volume Loyalist
C525,R9897,T,20250409,3,172,0,12,12,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C307,R4351,N,20250404,3,171,0,0,0,Brianna Murray,"194 Maddox Mews, Houston, TX, 77001",77001,ID00108,END,Managed Care Restricted
C539,R7626,B,20250426,1,171,15,48,63,John Campbell,"53474 Jeffrey Estates, Seattle, WA, 98101",98101,ID00016,END,High-Volume Loyalist
C633,R2117,T,20250307,1,171,0,0,0,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C480,R8597,T,20250207,2,173,0,13,13,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C649,R3024,B,20250110,2,171,10,38,48,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR,High-Volume Loyalist
C760,R2007,T,20250209,2,172,0,22,22,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C448,R3353,B,20250221,2,171,8,13,21,Gregory Hughes,"47230 Reynolds Landing Apt. 921, Los Angeles, CA, 90001",90001,ID00022,NEP,Low-Volume Prescriber
C239,R7406,T,20250228,1,173,0,16,16,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C738,R9369,T,20250316,1,173,0,30,30,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END,Aware Non-Prescriber
C373,R9998,B,20250320,2,171,10,36,46,Thomas Rhodes,"890 Dylan Trail, Atlanta, GA, 30301",30301,ID00010,NEP,High-Volume Loyalist
C384,R3547,B,20250406,1,171,16,40,56,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR,High-Volume Loyalist
C986,R1510,T,20250113,2,172,0,12,12,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C911,R8905,T,20250401,2,172,0,16,16,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP,Unaware
C466,R7713,N,20250408,2,171,11,0,11,Vincent Sanders,"5175 Lance Hills, Houston, TX, 77001",77001,ID00059,NEP,New Adopter
C712,R9908,B,20250425,1,171,0,0,0,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C679,R9115,B,20250308,2,171,6,17,23,Dylan George,"894 Davis Lakes Suite 123, Philadelphia, PA, 19103",19103,ID00038,END,Low-Volume Prescriber
C105,R1116,T,20250220,2,172,0,19,19,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C558,R7505,T,20250214,2,173,0,14,14,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR,Unaware
C596,R4919,B,20250416,3,171,14,46,60,Kristin Elliott,"294 Schroeder Garden Apt. 703, Houston, TX, 77001",77001,ID00006,END,High-Volume Loyalist
C726,R3619,N,20250402,3,171,0,0,0,Anthony Green,"47110 Contreras Shoal Suite 755, Atlanta, GA, 30301",30301,ID00111,CAR,Managed Care Restricted
C373,R2610,T,20250210,2,171,0,0,0,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR,Competitor Loyalist
C224,R6752,T,20250212,1,173,0,16,16,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C228,R3200,T,20250420,3,172,0,10,10,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C337,R9767,B,20250425,1,171,10,19,29,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP,Low-Volume Prescriber
C286,R3238,T,20250418,1,172,0,18,18,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C491,R7366,T,20250203,1,171,0,0,0,James Rhodes,"28272 Mary Lane, Houston, TX, 77001",77001,ID00136,CAR,Competitor Loyalist
C449,R7436,T,20250127,1,173,0,21,21,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C876,R4937,B,20250401,2,171,17,47,64,Emma Moore,"7136 Stephanie Drive, Philadelphia, PA, 19103",19103,ID00008,CAR,High-Volume Loyalist
C265,R6629,T,20250417,1,172,0,23,23,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C565,R9346,T,20250319,1,172,0,18,18,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP,Competitor Loyalist
C812,R3273,B,20250116,1,171,14,45,59,Jon Thomas,"14771 Patrick Ville, Seattle, WA, 98101",98101,ID00018,NEP,High-Volume Loyalist
C959,R1333,B,20250405,1,171,13,36,49,James Bradford,"48045 Natasha Vista Suite 907, Seattle, WA, 98101",98101,ID00007,END,High-Volume Loyalist
C907,R2106,B,20250131,3,171,10,41,51,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END,High-Volume Loyalist
C206,R4361,B,20250406,3,171,8,14,22,Heather Hall,"185 Peterson Unions, Atlanta, GA, 30301",30301,ID00044,CAR,Low-Volume Prescriber
C768,R5773,B,20250128,2,171,0,0,0,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C874,R1745,T,20250322,3,172,0,25,25,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR,Aware Non-Prescriber
C680,R6606,N,20250409,2,171,0,0,0,Tracey Powell,"3589 Timothy Harbor Suite 446, Los Angeles, CA, 90001",90001,ID00125,NEP,Managed Care Restricted
C283,R8304,N,20250222,2,171,0,0,0,Jessica Chan,"3929 William Court Suite 842, Seattle, WA, 98101",98101,ID00122,END,Managed Care Restricted
C488,R2108,N,20250209,2,171,0,0,0,Erin Bautista,"17802 Morrison Club Suite 483, New York, NY, 10001",10001,ID00114,NEP,Managed Care Restricted
C364,R7678,T,20250311,1,171,0,0,0,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR,Aware Non-Prescriber
C624,R7685,B,20250223,2,171,9,18,27,Daniel Smith,"404 Brenda Plains Suite 108, Atlanta, GA, 30301",30301,ID00034,END,Low-Volume Prescriber
C249,R3450,T,20250418,2,171,0,0,0,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C921,R8178,N,20250112,2,171,15,0,15,Jocelyn Norris,"170 Bonnie Isle Apt. 987, New York, NY, 10001",10001,ID00060,END,New Adopter
C651,R4218,T,20250416,2,172,0,17,17,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C125,R9468,T,20250217,2,173,0,13,13,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C986,R1510,T,20250113,2,171,0,0,0,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C291,R5505,N,20250121,2,171,11,0,11,Ariana Bailey,"84002 Phillips Camp, Chicago, IL, 60601",60601,ID00046,END,New Adopter
C415,R6992,T,20250412,1,172,0,17,17,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C112,R5731,T,20250420,2,172,0,29,29,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C955,R2702,T,20250419,3,173,0,25,25,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C288,R4053,B,20250227,1,171,8,20,28,Holly Johnson,"364 Donald Locks Suite 870, Seattle, WA, 98101",98101,ID00036,NEP,Low-Volume Prescriber
C321,R4817,B,20250107,3,171,13,48,61,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR,High-Volume Loyalist
C603,R7809,B,20250323,2,171,8,20,28,Dylan George,"894 Davis Lakes Suite 123, Philadelphia, PA, 19103",19103,ID00038,END,Low-Volume Prescriber
C112,R5781,B,20250316,3,171,7,16,23,Daniel Smith,"404 Brenda Plains Suite 108, Atlanta, GA, 30301",30301,ID00034,END,Low-Volume Prescriber
C513,R2148,T,20250301,2,173,0,17,17,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP,Competitor Loyalist
C372,R9667,T,20250414,3,172,0,30,30,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C992,R2426,N,20250327,3,171,0,0,0,Mariah Tyler,"212 James Ports Apt. 357, Seattle, WA, 98101",98101,ID00120,CAR,Managed Care Restricted
C892,R6257,N,20250116,2,171,15,0,15,Stephanie Jackson,"336 Catherine Terrace Apt. 956, Philadelphia, PA, 19103",19103,ID00053,CAR,New Adopter
C554,R5668,B,20250104,2,171,15,37,52,Jon Thomas,"14771 Patrick Ville, Seattle, WA, 98101",98101,ID00018,NEP,High-Volume Loyalist
C450,R7885,T,20250303,1,172,0,25,25,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C473,R7563,T,20250125,2,172,0,13,13,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C529,R4678,B,20250121,1,171,9,20,29,Scott Turner,"0766 Schneider Ways, New York, NY, 10001",10001,ID00043,CAR,Low-Volume Prescriber
C155,R2410,N,20250112,2,171,0,0,0,Jessica Chan,"3929 William Court Suite 842, Seattle, WA, 98101",98101,ID00122,END,Managed Care Restricted
C565,R7618,T,20250127,3,173,0,20,20,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C973,R6571,T,20250214,3,172,0,10,10,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP,Competitor Loyalist
C180,R7243,T,20250302,3,173,0,19,19,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C521,R8161,T,20250310,2,172,0,23,23,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C288,R6203,N,20250401,1,171,0,0,0,Michael Smith,"41758 Brian Prairie, Chicago, IL, 60601",60601,ID00106,CAR,Managed Care Restricted
C597,R4139,T,20250124,1,173,0,11,11,Manuel Young,"36774 James Fords Apt. 798, New York, NY, 10001",10001,ID00093,NEP,Unaware
C746,R3986,B,20250415,3,171,17,45,62,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END,High-Volume Loyalist
C967,R6432,N,20250412,1,171,9,0,9,Ariana Bailey,"84002 Phillips Camp, Chicago, IL, 60601",60601,ID00046,END,New Adopter
C478,R3873,T,20250324,2,171,0,0,0,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR,Competitor Loyalist
C431,R2467,T,20250408,2,172,0,16,16,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END,Unaware
C946,R3450,T,20250101,1,173,0,30,30,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END,Aware Non-Prescriber
C853,R8921,T,20250121,3,172,0,14,14,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR,Aware Non-Prescriber
C140,R3518,T,20250227,3,171,0,0,0,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C919,R6172,T,20250326,3,172,0,21,21,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END,Aware Non-Prescriber
C449,R6953,N,20250323,3,171,15,0,15,Cynthia French,"3991 Brennan Underpass, Philadelphia, PA, 19103",19103,ID00062,END,New Adopter
C526,R2974,T,20250212,2,173,0,24,24,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP,Unaware
C515,R7213,B,20250323,3,171,5,11,16,Kristin Woods,"6290 Harrington Pass, Atlanta, GA, 30301",30301,ID00032,NEP,Low-Volume Prescriber
C706,R4978,B,20250218,3,171,13,32,45,James Bradford,"48045 Natasha Vista Suite 907, Seattle, WA, 98101",98101,ID00007,END,High-Volume Loyalist
C633,R2117,T,20250307,1,172,0,14,14,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C714,R8133,T,20250414,1,173,0,19,19,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C652,R4721,B,20250207,2,171,0,0,0,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C779,R9631,T,20250216,3,172,0,11,11,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR,Unaware
C298,R2877,B,20250122,1,171,0,0,0,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR,Aware Non-Prescriber
C557,R4205,T,20250318,3,173,0,23,23,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C508,R9221,T,20250201,1,173,0,20,20,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END,Unaware
C281,R9095,B,20250317,1,171,20,32,52,John Campbell,"53474 Jeffrey Estates, Seattle, WA, 98101",98101,ID00016,END,High-Volume Loyalist
C506,R6961,T,20250116,2,172,0,23,23,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR,Aware Non-Prescriber
C329,R5135,N,20250322,1,171,8,0,8,Dwayne Jones,"111 Vance Passage, Los Angeles, CA, 90001",90001,ID00054,END,New Adopter
C125,R9468,B,20250217,2,171,0,0,0,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C763,R1257,T,20241231,1,171,0,0,0,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C965,R8109,B,20250329,1,171,5,17,22,Kristin Woods,"6290 Harrington Pass, Atlanta, GA, 30301",30301,ID00032,NEP,Low-Volume Prescriber
C667,R2524,B,20250112,1,171,5,15,20,Daniel Smith,"404 Brenda Plains Suite 108, Atlanta, GA, 30301",30301,ID00034,END,Low-Volume Prescriber
C224,R9770,T,20250328,2,171,0,0,0,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP,Competitor Loyalist
C999,R7343,T,20250320,2,172,0,22,22,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C185,R6077,B,20250308,3,171,6,14,20,Christopher Gamble,"53267 Kathleen Extension, Chicago, IL, 60601",60601,ID00042,CAR,Low-Volume Prescriber
C228,R8992,N,20250308,1,171,0,0,0,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C582,R6621,T,20250201,1,172,0,24,24,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP,Aware Non-Prescriber
C894,R4912,T,20250319,2,173,0,16,16,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C271,R4454,T,20250401,3,171,0,0,0,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C448,R9318,B,20250419,1,171,14,43,57,Mark Hunt,"050 Smith Land Apt. 308, Seattle, WA, 98101",98101,ID00011,END,High-Volume Loyalist
C368,R3544,T,20250307,1,172,0,21,21,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C178,R9430,T,20250224,1,172,0,26,26,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END,Aware Non-Prescriber
C254,R1241,T,20250128,1,172,0,18,18,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C409,R4869,N,20250213,3,171,0,0,0,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C973,R6571,T,20250214,3,171,0,0,0,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP,Competitor Loyalist
C451,R9765,T,20250318,1,172,0,22,22,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C137,R3319,T,20250427,1,172,0,28,28,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C234,R4387,T,20250225,3,173,0,19,19,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C768,R5773,T,20250128,2,173,0,23,23,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C480,R8597,N,20250207,2,171,0,0,0,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C994,R3463,B,20250204,2,171,20,49,69,Brian Perez,"2053 Nicole Mountains Suite 024, Los Angeles, CA, 90001",90001,ID00017,END,High-Volume Loyalist
C766,R4267,B,20250220,3,171,8,17,25,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP,Low-Volume Prescriber
C911,R8905,T,20250401,2,172,0,15,15,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP,Unaware
C107,R9161,T,20250222,3,172,0,11,11,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP,Competitor Loyalist
C908,R5444,T,20250204,1,172,0,22,22,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR,Unaware
C283,R1840,N,20250119,1,171,0,0,0,Ryan Evans,"1962 Burns Mission, Houston, TX, 77001",77001,ID00112,END,Managed Care Restricted
C791,R8844,T,20250401,1,173,0,14,14,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR,Aware Non-Prescriber
C109,R8052,T,20250405,2,172,0,13,13,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C226,R2494,N,20250331,3,171,0,0,0,Anthony Green,"47110 Contreras Shoal Suite 755, Atlanta, GA, 30301",30301,ID00111,CAR,Managed Care Restricted
C493,R6902,T,20250123,3,173,0,19,19,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C444,R1470,B,20250312,3,171,20,42,62,Emma Moore,"7136 Stephanie Drive, Philadelphia, PA, 19103",19103,ID00008,CAR,High-Volume Loyalist
C645,R8018,B,20250410,3,171,10,41,51,James Bradford,"48045 Natasha Vista Suite 907, Seattle, WA, 98101",98101,ID00007,END,High-Volume Loyalist
C233,R1235,T,20250329,3,172,0,22,22,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C533,R7168,N,20250317,2,171,12,0,12,Dwayne Jones,"111 Vance Passage, Los Angeles, CA, 90001",90001,ID00054,END,New Adopter
C905,R4362,B,20250105,2,171,13,34,47,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR,High-Volume Loyalist
C907,R6428,N,20250404,2,171,14,0,14,Karla Johnson,"53763 Lisa Lake Apt. 638, Houston, TX, 77001",77001,ID00056,NEP,New Adopter
C164,R9856,T,20250302,2,172,0,28,28,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END,Competitor Loyalist
C850,R4161,T,20250412,2,172,0,30,30,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C213,R9095,N,20241230,1,171,9,0,9,Vincent Sanders,"5175 Lance Hills, Houston, TX, 77001",77001,ID00059,NEP,New Adopter
C461,R6653,T,20250216,1,172,0,21,21,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END,Aware Non-Prescriber
C189,R4070,B,20250406,2,171,5,12,17,Daniel Smith,"404 Brenda Plains Suite 108, Atlanta, GA, 30301",30301,ID00034,END,Low-Volume Prescriber
C671,R7802,T,20250311,3,173,0,29,29,Cynthia Graves,"1646 Samuel Crescent Suite 809, New York, NY, 10001",10001,ID00095,NEP,Unaware
C880,R5564,B,20250212,3,171,15,33,48,Jillian Hall,"63505 Sheryl Mountains, Seattle, WA, 98101",98101,ID00015,CAR,High-Volume Loyalist
C862,R5162,T,20250407,3,172,0,17,17,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR,Unaware
C760,R2007,T,20250209,2,171,0,0,0,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C984,R2479,B,20250215,2,171,11,50,61,Brian Perez,"2053 Nicole Mountains Suite 024, Los Angeles, CA, 90001",90001,ID00017,END,High-Volume Loyalist
C353,R8546,B,20250222,3,171,8,13,21,Tina Smith,"0220 Li Corner, Chicago, IL, 60601",60601,ID00029,NEP,Low-Volume Prescriber
C377,R8289,T,20250330,2,172,0,23,23,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C431,R4943,N,20250414,3,171,0,0,0,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR,Unaware
C293,R7418,B,20250125,3,171,9,18,27,Ruth Rodriguez,"72952 Anthony Ways, Houston, TX, 77001",77001,ID00041,CAR,Low-Volume Prescriber
C504,R1504,T,20250204,2,173,0,25,25,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C135,R5026,N,20250203,2,171,10,0,10,Ariana Bailey,"84002 Phillips Camp, Chicago, IL, 60601",60601,ID00046,END,New Adopter
C422,R8389,B,20250302,2,171,6,12,18,Colton Ortiz,"002 Jessica Ford Suite 996, New York, NY, 10001",10001,ID00037,END,Low-Volume Prescriber
C429,R8792,B,20250225,3,171,20,36,56,Brian Perez,"2053 Nicole Mountains Suite 024, Los Angeles, CA, 90001",90001,ID00017,END,High-Volume Loyalist
C746,R3373,B,20250318,2,171,0,0,0,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C298,R6206,T,20250111,2,172,0,21,21,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR,Aware Non-Prescriber
C383,R7995,T,20250321,2,172,0,30,30,James Rhodes,"28272 Mary Lane, Houston, TX, 77001",77001,ID00136,CAR,Competitor Loyalist
C371,R7014,T,20250118,1,172,0,24,24,James Steele,"0564 Katherine Tunnel Apt. 235, Atlanta, GA, 30301",30301,ID00097,END,Unaware
C642,R5888,N,20250304,1,171,14,0,14,Karla Johnson,"53763 Lisa Lake Apt. 638, Houston, TX, 77001",77001,ID00056,NEP,New Adopter
C110,R1138,T,20250208,3,173,0,29,29,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP,Competitor Loyalist
C431,R3686,N,20250110,2,171,0,0,0,Anthony Green,"47110 Contreras Shoal Suite 755, Atlanta, GA, 30301",30301,ID00111,CAR,Managed Care Restricted
C742,R2262,B,20250107,2,171,10,19,29,Scott Turner,"0766 Schneider Ways, New York, NY, 10001",10001,ID00043,CAR,Low-Volume Prescriber
C659,R9573,T,20250126,1,173,0,28,28,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR,Unaware
C672,R2185,T,20250220,3,171,0,0,0,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END,Aware Non-Prescriber
C774,R6531,B,20250315,3,171,6,12,18,Gregory Hughes,"47230 Reynolds Landing Apt. 921, Los Angeles, CA, 90001",90001,ID00022,NEP,Low-Volume Prescriber
C449,R7436,N,20250127,1,171,0,0,0,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C441,R6592,N,20250113,3,171,0,0,0,Ryan Baird,"115 Morales Spurs, Los Angeles, CA, 90001",90001,ID00116,END,Managed Care Restricted
C252,R5913,B,20250208,3,171,8,16,24,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP,Low-Volume Prescriber
C489,R2404,B,20250122,3,171,9,20,29,Jonathan Lee,"582 Allison Glens Apt. 728, Chicago, IL, 60601",60601,ID00033,NEP,Low-Volume Prescriber
C431,R2467,T,20250408,2,173,0,19,19,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END,Unaware
C560,R5844,N,20250307,1,171,0,0,0,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C936,R3276,T,20250110,1,172,0,14,14,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C327,R7075,T,20250110,1,172,0,12,12,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C810,R8254,B,20250131,3,171,0,0,0,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END,Aware Non-Prescriber
C814,R4617,T,20250209,3,172,0,12,12,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP,Unaware
C859,R2279,T,20250228,3,172,0,10,10,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
